Product Name,Colors,Pic Urls,Care Infor
Mercerised-cotton slim-fit T-shirt with photographic artwork,Dark Blue;White;White,"https://images.hugoboss.com/is/image/boss/hbeu50469501_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_101_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_404_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Cotton-blend T-shirt with logo graphic print,Black;Yellow;Dark Blue;White,"https://images.hugoboss.com/is/image/boss/hbeu50467075_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Cotton-blend T-shirt with logo graphic print,Dark Blue;Yellow;White;Black,"https://images.hugoboss.com/is/image/boss/hbeu50467075_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Cotton-blend T-shirt with logo graphic print,White;Yellow;Dark Blue;Black,"https://images.hugoboss.com/is/image/boss/hbeu50467075_101_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Mesh-structured T-shirt in organic cotton,White;Light Blue;Dark Blue;Light Green,"https://images.hugoboss.com/is/image/boss/hbeu50466092_100_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_380_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Organic-cotton slim-fit T-shirt with mesh logo,White;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50466077_100_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_100_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_100_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_100_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466077_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466077_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466077_100_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000373
Mesh-structured T-shirt in organic cotton,Dark Blue;Light Blue;Light Green;White,"https://images.hugoboss.com/is/image/boss/hbeu50466092_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_380_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Organic-cotton slim-fit T-shirt with mesh logo,Dark Blue;White,"https://images.hugoboss.com/is/image/boss/hbeu50466077_404_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_404_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_404_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_404_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466077_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466077_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466077_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466077_404_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Reduced Dry Clean;careinstructioncode.000373
Mesh-structured T-shirt in organic cotton,Light Blue;Dark Blue;Light Green;White,"https://images.hugoboss.com/is/image/boss/hbeu50466092_468_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_380_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50466092_468_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Mercerised-cotton slim-fit T-shirt with photographic artwork,White;Dark Blue;White,"https://images.hugoboss.com/is/image/boss/hbeu50469501_100_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_100_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_100_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_100_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469501_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_101_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469501_100_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Relaxed-fit T-shirt with logo artwork,Turquoise;Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50469218_440_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469218_440_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469218_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469218_440_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",careinstructioncode.S30R;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000388
Cotton-blend trunks with metallic logo,Dark Blue;Black,"https://images.hugoboss.com/is/image/boss/hbeu50462484_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50462484_410_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462484_410_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462484_410_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462484_410_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50462484_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50462484_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50462484_410_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Warm;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;Wash/iron inside out with mild detergent
Cotton-blend T-shirt with logo artwork,White,"https://images.hugoboss.com/is/image/boss/hbeu50469499_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469499_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469499_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",careinstructioncode.S30R;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000388
Two-pack of stretch-cotton trunks with logo waistbands,Light Blue;Light Red;Black,"https://images.hugoboss.com/is/image/boss/hbeu50469708_480_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_640_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Warm;Do Not Bleach;Tumble Dry Low Heat;Iron Low Heat;Do Not Dry Clean;Wash/iron inside out with mild detergent
Two-pack of stretch-cotton trunks with logo waistbands,Black;Light Red;Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50469708_002_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_640_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_480_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469708_002_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Warm;Do Not Bleach;Tumble Dry Low Heat;Iron Low Heat;Do Not Dry Clean;Wash/iron inside out with mild detergent
Cotton-blend T-shirt with logo graphic print,Yellow;Dark Blue;White;Black,"https://images.hugoboss.com/is/image/boss/hbeu50467075_730_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_300?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_404_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_101_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50467075_730_350?$large$=&fit=crop,1&align=1,1",Machine Wash Cold Gentle;Do Not Bleach;Do Not Tumble Dry;Iron Low Heat;Do Not Dry Clean;careinstructioncode.000373
Logo-waistband trunks with decorative reflective detail,Black,"https://images.hugoboss.com/is/image/boss/hbeu50469801_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469801_001_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469801_001_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469801_001_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469801_001_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50469801_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50469801_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Cold;Do Not Bleach;Tumble Dry Low Heat;Iron Low Heat;Dry Clean Only;Wash inside out
Three-pack of stretch-cotton trunks with logo waistbands,Open Blue;Assorted-Pre-Pack;White;Open Grey;Black,"https://images.hugoboss.com/is/image/boss/hbeu50325403_487_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_140?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325403_999_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325403_100_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325403_061_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325403_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325403_487_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Warm;Do Not Bleach;Tumble Dry Low Heat;Iron Medium Heat;Do Not Dry Clean;Use mild detergent only
Three-pack of stretch-cotton boxer briefs,Patterned;Light Blue;Open Grey;Black,"https://images.hugoboss.com/is/image/boss/hbeu50325404_962_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_350?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_140?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_360?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_340?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_341?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_342?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_343?$large$=&fit=crop,1&align=1,1;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325404_480_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325404_061_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325404_001_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05;https://images.hugoboss.com/is/image/boss/hbeu50325404_962_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05",Machine Wash Warm;Do Not Bleach;Tumble Dry Low Heat;Iron Medium Heat;Do Not Dry Clean;Use mild detergent only
